testName,cluster,baseline
12ac_parallelproject-hintisordered(true)-hintnumstrands(64)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,10.076500
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,11.992750
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,11.014500
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),roxie,3.528500
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),thor,10.921500
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),roxie,12.432500
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),thor,11.192500
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,2.422250
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,11.039750
12ad_createfixed32-hintblocksize(1)-hintnumstrands(16)-hintstrandordered(true),roxie,5.320000
12ad_createfixed32-hintblocksize(1)-hintnumstrands(2)-hintstrandordered(true),roxie,20.570000
12ad_createfixed32-hintblocksize(1)-hintnumstrands(32)-hintstrandordered(true),roxie,4.458500
12ad_createfixed32-hintblocksize(1)-hintnumstrands(4)-hintstrandordered(true),roxie,16.739500
12ad_createfixed32-hintblocksize(1)-hintnumstrands(6)-hintstrandordered(true),roxie,11.983000
12ad_createfixed32-hintblocksize(1)-hintnumstrands(8)-hintstrandordered(true),roxie,9.536000
12ad_createfixed32-hintblocksize(100)-hintnumstrands(16)-hintstrandordered(true),roxie,3.429000
12ad_createfixed32-hintblocksize(100)-hintnumstrands(2)-hintstrandordered(true),roxie,12.825000
12ad_createfixed32-hintblocksize(100)-hintnumstrands(32)-hintstrandordered(true),roxie,2.984000
12ad_createfixed32-hintblocksize(100)-hintnumstrands(4)-hintstrandordered(true),roxie,7.313500
12ad_createfixed32-hintblocksize(100)-hintnumstrands(6)-hintstrandordered(true),roxie,5.280500
12ad_createfixed32-hintblocksize(100)-hintnumstrands(8)-hintstrandordered(true),roxie,6.137500
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(16)-hintstrandordered(true),roxie,3.119000
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(2)-hintstrandordered(true),roxie,15.327000
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(32)-hintstrandordered(true),roxie,2.882500
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(4)-hintstrandordered(true),roxie,7.934000
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(6)-hintstrandordered(true),roxie,6.123000
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(8)-hintstrandordered(true),roxie,4.801000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(16)-hintstrandordered(false),roxie,2.898500
12ad_createfixed32-hintblocksize(500)-hintnumstrands(16)-hintstrandordered(true),roxie,3.041000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(2)-hintstrandordered(false),roxie,12.640000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(2)-hintstrandordered(true),roxie,12.695500
12ad_createfixed32-hintblocksize(500)-hintnumstrands(32)-hintstrandordered(false),roxie,2.748500
12ad_createfixed32-hintblocksize(500)-hintnumstrands(32)-hintstrandordered(true),roxie,3.079000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(4)-hintstrandordered(false),roxie,6.511000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(4)-hintstrandordered(true),roxie,8.632500
12ad_createfixed32-hintblocksize(500)-hintnumstrands(6)-hintstrandordered(false),roxie,4.395500
12ad_createfixed32-hintblocksize(500)-hintnumstrands(6)-hintstrandordered(true),roxie,6.565000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(8)-hintstrandordered(false),roxie,4.213000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(8)-hintstrandordered(true),roxie,5.255000
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(16)-hintstrandordered(true),roxie,3.190500
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(2)-hintstrandordered(true),roxie,12.746500
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(32)-hintstrandordered(true),roxie,2.955500
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(4)-hintstrandordered(true),roxie,6.731000
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(6)-hintstrandordered(true),roxie,4.472000
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(8)-hintstrandordered(true),roxie,4.314000
12ae_writefixed32-hintblocksize(1000)-hintnumstrands(4),roxie,3.938500
12ae_writefixed32-hintblocksize(10000)-hintnumstrands(2),roxie,3.948000
12ae_writefixed32-hintblocksize(10000)-hintnumstrands(4),roxie,4.391500
12ae_writefixed32-hintblocksize(10000)-hintnumstrands(6),roxie,3.953500
12ae_writefixed32-hintblocksize(100000)-hintnumstrands(4),roxie,3.937000
12ae_writefixed32-hintblocksize(40000)-hintnumstrands(4),roxie,3.933000
12ae_writefixed32-hintnumstrands(0),roxie,3.829000
12af_writefixed32c-hintblocksize(1000)-hintnumstrands(4),roxie,6.843500
12af_writefixed32c-hintblocksize(10000)-hintnumstrands(2),roxie,6.828000
12af_writefixed32c-hintblocksize(10000)-hintnumstrands(4),roxie,6.829000
12af_writefixed32c-hintblocksize(10000)-hintnumstrands(6),roxie,6.847000
12af_writefixed32c-hintblocksize(100000)-hintnumstrands(4),roxie,6.843500
12af_writefixed32c-hintblocksize(40000)-hintnumstrands(4),roxie,6.831500
12af_writefixed32c-hintnumstrands(0),roxie,6.724500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(0),roxie,2.796500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(0),thor,2.668500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(16),roxie,4.586000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(16),thor,4.466000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(256),roxie,32.597000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(256),thor,32.758000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(4),roxie,3.154000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(4),thor,3.033500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(64),roxie,10.164500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(64),thor,10.079000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(0),roxie,0.883500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(0),thor,2.495500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(16),roxie,0.914000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(16),thor,2.850000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(256),roxie,2.962000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(256),thor,9.897500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(4),roxie,0.882500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(4),thor,2.563500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(64),roxie,1.224000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(64),thor,4.129000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(16),roxie,0.863000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(16),thor,2.834000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(256),roxie,2.604500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(256),thor,9.891000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(64),roxie,1.072500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(64),thor,4.009000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(0),roxie,1.268500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(0),thor,2.610500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(16),roxie,1.509500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(16),thor,3.100500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(256),roxie,8.312500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(256),thor,10.738000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(4),roxie,1.252000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(4),thor,2.652500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(64),roxie,2.727500
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(64),thor,4.534500
13aa_splitlarge,thor,40.155000
13ab_splitvariable,thor,64.803000
13ba_usplitter_balanced-writemax(1000),roxie,14.621500
13ba_usplitter_balanced-writemax(1000),thor,10.554500
13ba_usplitter_balanced-writemax(2000),roxie,14.610500
13ba_usplitter_balanced-writemax(2000),thor,11.224000
13ba_usplitter_balanced-writemax(4000),roxie,14.716500
13ba_usplitter_balanced-writemax(4000),thor,10.947000
13ba_usplitter_balanced-writemax(500),roxie,14.820500
13ba_usplitter_balanced-writemax(500),thor,10.472500
13bb_usplitter_stepped-stepsize(100),roxie,14.519000
13bb_usplitter_stepped-stepsize(100),thor,10.748500
13bb_usplitter_stepped-stepsize(10000),roxie,13.896500
13bb_usplitter_stepped-stepsize(10000),thor,11.638000
13bb_usplitter_stepped-stepsize(1000000),roxie,14.141500
13bb_usplitter_stepped-stepsize(1000000),thor,12.474500
13bb_usplitter_stepped-stepsize(20000000),roxie,15.931000
13bb_usplitter_stepped-stepsize(20000000),thor,9.583500
13bc_usplitter_choosen-nummatches(100),roxie,6.591500
13bc_usplitter_choosen-nummatches(100),thor,5.621500
13bc_usplitter_choosen-nummatches(10000),roxie,6.767500
13bc_usplitter_choosen-nummatches(10000),thor,5.692500
13bc_usplitter_choosen-nummatches(1000000),roxie,10.983000
13bc_usplitter_choosen-nummatches(1000000),thor,5.759500
13bd_usplitter_steppeda-steplength(200)-stepsize(100),roxie,20.459000
13bd_usplitter_steppeda-steplength(200)-stepsize(100),thor,14.188000
13bd_usplitter_steppeda-steplength(2000)-stepsize(100),roxie,19.815000
13bd_usplitter_steppeda-steplength(2000)-stepsize(100),thor,14.864500
13bd_usplitter_steppeda-steplength(20000)-stepsize(10000),roxie,20.421500
13bd_usplitter_steppeda-steplength(20000)-stepsize(10000),thor,15.113000
13be_usplitter_pull_r,roxie,14.969500
13be_usplitter_pull_r,thor,11.013500
13bf_usplitter_pull_lr,roxie,15.967500
13bf_usplitter_pull_lr,thor,11.249500
13ca_bsplitter,roxie,5.750000
13ca_bsplitter,thor,4.639000
14aa_ofunnel2,roxie,3.932500
14aa_ofunnel2,thor,3.439000
14ab_ofunnel8,roxie,15.735500
14ab_ofunnel8,thor,13.251500
14ba_ufunnel2,roxie,27.670000
14ba_ufunnel2,thor,7.694500
14bb_ufunnel8,roxie,94.549500
14bb_ufunnel8,thor,24.880000
15aa_soapcall-persistconnection(false),roxie,15.893500
15aa_soapcall-persistconnection(false),thor,3.693500
15aa_soapcall-persistconnection(false)-tls(true),roxie,93.560500
15aa_soapcall-persistconnection(false)-tls(true),thor,24.056500
15aa_soapcall-persistconnection(true),roxie,16.002000
15aa_soapcall-persistconnection(true),thor,3.668500
15aa_soapcall-persistconnection(true)-tls(true),roxie,93.525000
15aa_soapcall-persistconnection(true)-tls(true),thor,23.918500
15ab_soapcallidx-persistconnection(false),roxie,20.946500
15ab_soapcallidx-persistconnection(false),thor,10.258500
15ab_soapcallidx-persistconnection(false)-tls(true),roxie,51.927500
15ab_soapcallidx-persistconnection(false)-tls(true),thor,14.296000
15ab_soapcallidx-persistconnection(true),roxie,20.955500
15ab_soapcallidx-persistconnection(true),thor,10.248500
15ab_soapcallidx-persistconnection(true)-tls(true),roxie,51.959000
15ab_soapcallidx-persistconnection(true)-tls(true),thor,14.361500
15ba_parallelsoapcall-persistconnection(false),roxie,3.619000
15ba_parallelsoapcall-persistconnection(false),thor,1.984500
15ba_parallelsoapcall-persistconnection(false)-tls(true),roxie,11.857500
15ba_parallelsoapcall-persistconnection(false)-tls(true),thor,10.881500
15ba_parallelsoapcall-persistconnection(true),roxie,3.625000
15ba_parallelsoapcall-persistconnection(true),thor,1.918000
15ba_parallelsoapcall-persistconnection(true)-tls(true),roxie,11.850000
15ba_parallelsoapcall-persistconnection(true)-tls(true),thor,10.767000
15bb_parallelsoapcallidx-persistconnection(false),roxie,10.915500
15bb_parallelsoapcallidx-persistconnection(false),thor,17.698500
15bb_parallelsoapcallidx-persistconnection(false)-tls(true),roxie,12.576000
15bb_parallelsoapcallidx-persistconnection(false)-tls(true),thor,19.235000
15bb_parallelsoapcallidx-persistconnection(true),roxie,10.895500
15bb_parallelsoapcallidx-persistconnection(true),thor,17.775000
15bb_parallelsoapcallidx-persistconnection(true)-tls(true),roxie,12.628500
15bb_parallelsoapcallidx-persistconnection(true)-tls(true),thor,20.016000
16aa_bigsuper,roxie,0.129000
16aa_bigsuper,thor,0.654000
80ab_scalesort-scale(1),roxie,16.095000
80ab_scalesort-scale(1),thor,2.167000
80ab_scalesort-scale(16),roxie,321.030500
80ab_scalesort-scale(16),thor,53.847500
80ab_scalesort-scale(2),roxie,35.967500
80ab_scalesort-scale(2),thor,4.515000
80ab_scalesort-scale(4),roxie,77.684500
80ab_scalesort-scale(4),thor,9.607000
80ab_scalesort-scale(8),roxie,157.839000
80ab_scalesort-scale(8),thor,20.249500
perftest,roxie,5830.989000
perftest,thor,7403.368750
