testName,cluster,baseline
01ca_countsimple-checkcrc(true)-hintheapflags(0x00)-timeactivities(true),roxie,7.981000
01ca_countsimple-checkcrc(true)-hintheapflags(0x00)-timeactivities(true),thor,4.726526
01ca_countsimple-checkcrc(true)-hintheapflags(0x80)-timeactivities(false),roxie,7.690143
01ca_countsimple-checkcrc(true)-hintheapflags(0x80)-timeactivities(false),thor,70.376211
01ca_countsimple-checkcrc(true)-hintheapflags(0x80)-timeactivities(true),roxie,7.906286
01ca_countsimple-checkcrc(true)-hintheapflags(0x80)-timeactivities(true),thor,4.609895
01cb_countsimplec,roxie,24.132286
01cb_countsimplec,thor,67.229053
01cc_countpadded,roxie,15.364429
01cc_countpadded,thor,189.968947
01cd_countpaddedc,roxie,45.656429
01cd_countpaddedc,thor,75.936263
01ce_countsimplecsv,roxie,29.363429
01ce_countsimplecsv,thor,165.919263
01cf_countsimplexml,roxie,194.103200
01cf_countsimplexml,thor,395.101316
01cg_countvariable,roxie,248.669400
01cg_countvariable,thor,7.568526
01ch_countlarge,roxie,15.497200
01ch_countlarge,thor,12.319789
01ci_countvlarge,thor,43.260895
01da_writeswitch,roxie,47.270200
01da_writeswitch,thor,54.700684
01db_deleteswitch,roxie,0.000000
01db_deleteswitch,thor,0.000000
01ea_sumsimple,roxie,1.831200
01ea_sumsimple,thor,4.014947
01eb_sumsimplec,roxie,2.330714
01eb_sumsimplec,thor,67.890579
01ec_sumpadded,roxie,2.141000
01ec_sumpadded,thor,188.604421
01ed_sumpaddedc,roxie,2.712571
01ed_sumpaddedc,thor,77.604000
01ee_sumsimplecsv,roxie,22.173143
01ee_sumsimplecsv,thor,164.855526
01ef_sumsimplexml,roxie,195.055400
01ef_sumsimplexml,thor,399.946368
01fa_buildindexorder,roxie,76.701400
01fa_buildindexorder,thor,117.564842
01fb_buildindexunorder,roxie,103.616400
01fb_buildindexunorder,thor,136.197684
01fc_buildindexorder1,roxie,76.485400
01fc_buildindexorder1,thor,70.290684
02aa_disksortlocal,roxie,38.868800
02aa_disksortlocal,thor,54.354737
02ab_disksortglobal,roxie,38.773200
02ab_disksortglobal,thor,64.089632
02ba_sortlocal-algo('heapsort'),roxie,53.015400
02ba_sortlocal-algo('heapsort'),thor,27.166474
02ba_sortlocal-algo('mergesort'),roxie,20.405800
02ba_sortlocal-algo('mergesort'),thor,27.197684
02ba_sortlocal-algo('parmergesort'),roxie,12.257000
02ba_sortlocal-algo('parmergesort'),thor,27.133526
02ba_sortlocal-algo('parquicksort'),roxie,17.298600
02ba_sortlocal-algo('parquicksort'),thor,27.321158
02ba_sortlocal-algo('quicksort'),roxie,33.254800
02ba_sortlocal-algo('quicksort'),thor,27.586526
02ba_sortlocal-algo('taskquicksort'),roxie,16.738200
02ba_sortlocal-algo('taskquicksort'),thor,27.140474
02ba_sortlocal-algo('tbbstableqsort'),roxie,32.945000
02ba_sortlocal-algo('tbbstableqsort'),thor,27.078789
02bb_sort,roxie,34.203800
02bb_sort,thor,41.983000
02bc_groupsort-groupsize(0x100000),roxie,20.727800
02bc_groupsort-groupsize(0x100000),thor,18.887842
02bc_groupsort-groupsize(1),roxie,15.576000
02bc_groupsort-groupsize(1),thor,52.865474
02bc_groupsort-groupsize(1024),roxie,9.370800
02bc_groupsort-groupsize(1024),thor,10.611158
02bc_groupsort-groupsize(16),roxie,9.100800
02bc_groupsort-groupsize(16),thor,16.943737
02bc_groupsort-groupsize(2),roxie,13.142600
02bc_groupsort-groupsize(2),thor,38.114368
02bc_groupsort-groupsize(4),roxie,10.821400
02bc_groupsort-groupsize(4),thor,26.601526
02bc_groupsort-groupsize(64),roxie,8.702200
02bc_groupsort-groupsize(64),thor,12.311421
02bc_groupsort-groupsize(65536),roxie,13.121400
02bc_groupsort-groupsize(65536),thor,14.528684
02bc_groupsort-groupsize(8),roxie,9.946600
02bc_groupsort-groupsize(8),thor,21.134895
02bd_dup1sortlocal,roxie,39.949400
02bd_dup1sortlocal,thor,30.438789
02be_dup2sortlocal,roxie,37.838200
02be_dup2sortlocal,thor,28.224842
02bf_dup1sort,roxie,40.319833
02bf_dup1sort,thor,42.097421
02bg_dup2sort,roxie,38.163833
02bg_dup2sort,thor,39.260526
02bh_dup3sort,roxie,67.117667
02bh_dup3sort,thor,81.961053
02bi_sortlocalorder-algo('parmergesort'),roxie,8.383500
02bi_sortlocalorder-algo('parmergesort'),thor,12.334474
02bi_sortlocalorder-algo('parquicksort'),roxie,8.414000
02bi_sortlocalorder-algo('parquicksort'),thor,12.289632
02bi_sortlocalorder-algo('tbbstableqsort'),roxie,10.365333
02bi_sortlocalorder-algo('tbbstableqsort'),thor,12.306632
02bj_sortlocalreverse-algo('parmergesort'),roxie,8.254333
02bj_sortlocalreverse-algo('parmergesort'),thor,11.917316
02bj_sortlocalreverse-algo('parquicksort'),roxie,8.436600
02bj_sortlocalreverse-algo('parquicksort'),thor,11.950895
02bj_sortlocalreverse-algo('tbbstableqsort'),roxie,10.391500
02bj_sortlocalreverse-algo('tbbstableqsort'),thor,11.934368
02bk_sortfilterhalf,roxie,17.955167
02bk_sortfilterhalf,thor,15.608579
02bl_sortvariable,roxie,26.054333
02bl_sortvariable,thor,62.143316
02bm_sortlarge,roxie,30.223000
02bm_sortlarge,thor,75.434895
02ca_multisort4local,roxie,38.509000
02ca_multisort4local,thor,29.398737
02cb_multisort16local,roxie,34.840167
02cb_multisort16local,thor,25.169474
02cc_multisort4,roxie,37.386500
02cc_multisort4,thor,34.415158
02cd_multisort16,roxie,34.830000
02cd_multisort16,thor,30.801000
02da_groupsort_local,roxie,10.513833
02da_groupsort_local,thor,12.255842
02db_groupsort_tiny,roxie,17.446167
02db_groupsort_tiny,thor,53.095632
02dc_groupsort_24816-algo('heapsort'),roxie,27.046667
02dc_groupsort_24816-algo('heapsort'),thor,100.611737
02dc_groupsort_24816-algo('mergesort'),roxie,36.931000
02dc_groupsort_24816-algo('mergesort'),thor,100.813947
02dc_groupsort_24816-algo('quicksort'),roxie,38.383333
02dc_groupsort_24816-algo('quicksort'),thor,100.417789
02dd_groupsort_parallel-algo('heapsort'),roxie,10.920167
02dd_groupsort_parallel-algo('heapsort'),thor,26.129789
02dd_groupsort_parallel-algo('mergesort'),roxie,9.905500
02dd_groupsort_parallel-algo('mergesort'),thor,26.004526
02dd_groupsort_parallel-algo('quicksort'),roxie,9.895333
02dd_groupsort_parallel-algo('quicksort'),thor,26.148895
02de_groupsort_parallel2,roxie,10.116500
02de_groupsort_parallel2,thor,26.574895
02ea_smallsorts-algo('heapsort'),roxie,75.631000
02ea_smallsorts-algo('mergesort'),roxie,55.901167
02ea_smallsorts-algo('parmergesort'),roxie,44.307333
02ea_smallsorts-algo('parmergesort'),thor,45.200842
02ea_smallsorts-algo('parquicksort'),roxie,61.578667
02ea_smallsorts-algo('parquicksort'),thor,45.267263
02ea_smallsorts-algo('quicksort'),roxie,61.589167
02eb_smallsorts2-algo('mergesort')-numrows(1000),roxie,0.456500
02eb_smallsorts2-algo('mergesort')-numrows(10000),roxie,5.412333
02eb_smallsorts2-algo('mergesort')-numrows(2000),roxie,0.950833
02eb_smallsorts2-algo('mergesort')-numrows(4000),roxie,1.985667
02eb_smallsorts2-algo('mergesort')-numrows(6000),roxie,3.148500
02eb_smallsorts2-algo('parmergesort')-numrows(1000),roxie,0.457833
02eb_smallsorts2-algo('parmergesort')-numrows(1000),thor,0.707105
02eb_smallsorts2-algo('parmergesort')-numrows(10000),roxie,4.389667
02eb_smallsorts2-algo('parmergesort')-numrows(10000),thor,4.551316
02eb_smallsorts2-algo('parmergesort')-numrows(2000),roxie,0.945500
02eb_smallsorts2-algo('parmergesort')-numrows(2000),thor,1.205947
02eb_smallsorts2-algo('parmergesort')-numrows(4000),roxie,1.818833
02eb_smallsorts2-algo('parmergesort')-numrows(4000),thor,2.087526
02eb_smallsorts2-algo('parmergesort')-numrows(6000),roxie,2.666500
02eb_smallsorts2-algo('parmergesort')-numrows(6000),thor,2.902632
02eb_smallsorts2-algo('parquicksort')-numrows(2000),roxie,2.102833
02eb_smallsorts2-algo('quicksort')-numrows(2000),roxie,1.047000
03aa_diskdistribute,roxie,8.604286
03aa_diskdistribute,thor,20.886947
03ba_distribute,thor,17.866632
03bb_distribute,roxie,4.767167
03bb_distribute,thor,11.477211
03bc_distribute,roxie,4.704667
03bc_distribute,thor,19.961158
03bd_distribute,roxie,4.732000
03bd_distribute,thor,20.035842
03be_distributevariable,thor,19.771158
03bf_distributelarge,thor,18.419895
03bg_distributevlarge,thor,73.317211
03ca_multidistribute4,roxie,14.954833
03ca_multidistribute4,thor,24.535684
03cb_multidistribute16,roxie,14.595333
03cb_multidistribute16,thor,25.269368
03da_mergedistribute,roxie,33.581833
03da_mergedistribute,thor,67.616421
04aa_join1,roxie,31.958667
04aa_join1,thor,86.514789
04ab_join1u,roxie,31.884167
04ab_join1u,thor,352.877526
04ac_join1p,roxie,32.213333
04ac_join1p,thor,454.327263
04ad_join1l,roxie,26.770000
04ad_join1l,thor,30.927316
04ae_join1h,roxie,26.243200
04ae_join1h,thor,183.519632
04af_join1s,roxie,26.195400
04af_join1s,thor,417.087316
04ag_join1presort,roxie,32.013833
04ag_join1presort,thor,79.454632
04ba_join4,roxie,28.691167
04ba_join4,thor,30.306421
04bb_join4u,roxie,28.697667
04bb_join4u,thor,46.751000
04bc_join4p,roxie,28.726667
04bc_join4p,thor,55.621211
04ca_join64,roxie,3.182500
04ca_join64,thor,5.502421
04cb_join64u,roxie,3.169833
04cb_join64u,thor,6.213947
04cc_join64p,roxie,3.152000
04cc_join64p,thor,8.604105
04cd_join64l,roxie,2.738500
04cd_join64l,thor,5.711895
04ce_join64h,roxie,2.715000
04ce_join64h,thor,5.628684
04cf_join64s,roxie,2.710333
04cf_join64s,thor,5.703789
04da_join4k,roxie,2.373833
04da_join4k,thor,6.177421
04db_join4ku,roxie,2.354167
04db_join4ku,thor,6.522000
04dc_join4kp,roxie,2.378667
04dc_join4kp,thor,30.500105
04dd_join4kl,roxie,2.382167
04dd_join4kl,thor,3.644947
04ea_joinl1,roxie,32.194667
04ea_joinl1,thor,99.896000
04eb_joinl1u,roxie,32.131333
04eb_joinl1u,thor,368.346789
04ec_joinl1p,roxie,32.045500
04ec_joinl1p,thor,476.511737
04ee_joinl1h,roxie,26.127200
04ee_joinl1h,thor,100.250053
04ef_joinl1s,roxie,26.216200
04ef_joinl1s,thor,174.312474
04fa_joinl64,roxie,3.158833
04fa_joinl64,thor,5.150842
04fb_joinl64u,roxie,3.147000
04fb_joinl64u,thor,5.954158
04ga_join16wk-hintprojectwork(0),roxie,8.798000
04ga_join16wk-hintprojectwork(0),thor,9.604579
04ga_join16wk-hintprojectwork(16),roxie,15.033500
04ga_join16wk-hintprojectwork(16),thor,16.511053
04ga_join16wk-hintprojectwork(256),roxie,113.684833
04ga_join16wk-hintprojectwork(256),thor,121.155737
04ga_join16wk-hintprojectwork(4),roxie,10.081667
04ga_join16wk-hintprojectwork(4),thor,11.153526
04ga_join16wk-hintprojectwork(64),roxie,34.731833
04ga_join16wk-hintprojectwork(64),thor,37.448579
04gb_join16wku-hintprojectwork(0),thor,10.581316
04gb_join16wku-hintprojectwork(16),thor,15.132579
04gb_join16wku-hintprojectwork(256),thor,88.902368
04gb_join16wku-hintprojectwork(4),thor,11.558105
04gb_join16wku-hintprojectwork(64),thor,29.750105
04gc_join16wkp-hintprojectwork(0),thor,12.306211
04gc_join16wkp-hintprojectwork(16),thor,17.334474
04gc_join16wkp-hintprojectwork(256),thor,99.528684
04gc_join16wkp-hintprojectwork(4),thor,13.637263
04gc_join16wkp-hintprojectwork(64),thor,33.376579
05aa_summary64,roxie,25.788333
05aa_summary64,thor,30.135789
05ab_summary1m,roxie,43.042333
05ab_summary1m,thor,38.176526
05ac_summaryall,roxie,27.382500
05ac_summaryall,thor,42.144105
05ba_summary64hash,roxie,4.220667
05ba_summary64hash,thor,5.247947
05bb_summary1mhash,roxie,11.995833
05bb_summary1mhash,thor,12.075263
05bc_summaryallhash,roxie,26.796800
05bc_summaryallhash,thor,72.632316
05ca_summary64dist,roxie,27.416333
05ca_summary64dist,thor,35.153895
05cb_summary64dist,roxie,45.330167
05cb_summary64dist,thor,44.592000
05cc_summaryalldist,roxie,40.009667
05cc_summaryalldist,thor,46.109947
06aa_dedup64,roxie,15.125000
06aa_dedup64,thor,21.994421
06ab_dedup1m,roxie,25.664800
06ab_dedup1m,thor,31.548579
06ac_dedupall,roxie,22.267000
06ac_dedupall,thor,66.501421
06ba_dedup64hash,roxie,7.532000
06ba_dedup64hash,thor,11.726368
06bb_dedup1mhash,roxie,13.890833
06bb_dedup1mhash,thor,25.826211
06bc_dedupallhash,roxie,24.539200
06bc_dedupallhash,thor,79.135526
06ca_dedup64dist,roxie,15.068400
06ca_dedup64dist,thor,34.567895
06cb_dedup64dist,roxie,25.698000
06cb_dedup64dist,thor,43.407684
06cc_dedupalldist,roxie,22.317000
06cc_dedupalldist,thor,39.898053
07aa_keyedjoin123,roxie,20.882667
07aa_keyedjoin123,thor,64.930105
07ba_keyedjoin321a,roxie,36.842500
07ba_keyedjoin321a,thor,162.818947
07ca_keyedjoinlimit_no,roxie,478.807500
07ca_keyedjoinlimit_no,thor,1471.770263
07cb_keyedjoinlimit_no2,roxie,1.728000
07cb_keyedjoinlimit_no2,thor,7.639000
07cc_keyedjoinlimit_no3,roxie,13.678667
07cc_keyedjoinlimit_no3,thor,28.742474
07da_keyedjoinlimit_hit,roxie,6.925500
07da_keyedjoinlimit_hit,thor,15.331316
07dc_keyedjoinlimit_hit3,roxie,1.041500
07dc_keyedjoinlimit_hit3,thor,23.582421
07ea_keyedjoinkeylimit_hit,roxie,7.043500
07ea_keyedjoinkeylimit_hit,thor,7.502632
07ec_keyedjoinkeylimit_hit3,roxie,1.022500
07ec_keyedjoinkeylimit_hit3,thor,23.505421
07fa_keyedjoinonfaillimit_hit,roxie,2.668500
07fa_keyedjoinonfaillimit_hit,thor,8.254632
07fc_keyedjoinfaillimit_hit3,roxie,2.143167
07fc_keyedjoinfaillimit_hit3,thor,24.769000
08aa_keyedread123,roxie,22.178167
08aa_keyedread123,thor,15.613684
08ab_keyedread321,roxie,34.842333
08ab_keyedread321,thor,25.939526
08ba_keyedpread123,roxie,21.878833
08ba_keyedpread123,thor,15.678684
08bb_keyedpread321,roxie,34.466833
08bb_keyedpread321,thor,26.004263
08ca_skeyedread123,roxie,22.209833
08ca_skeyedread123,thor,15.855947
08cb_skeyedread321,roxie,35.192500
08cb_skeyedread321,thor,26.185842
08cd_skeyedread321,roxie,38.558833
08cd_skeyedread321,thor,41.137368
08da_skeyedread123m,roxie,7.318000
08da_skeyedread123m,thor,6.782737
09aa_indexread123,roxie,0.145500
09aa_indexread123,thor,0.202105
09ab_sindexread123,roxie,15.117333
09ab_sindexread123,thor,0.806053
10aa_childqueryinline,roxie,0.541000
10aa_childqueryinline,thor,0.598789
10ab_childquery,roxie,4.198000
10ab_childquery,thor,205.640632
10ac_childquerydedup,roxie,14.535167
10ac_childquerydedup,thor,222.405684
10ad_childquerysort,roxie,18.045833
10ad_childquerysort,thor,227.843211
10ae_childqueryresult,roxie,9.529333
10ae_childqueryresult,thor,225.232368
10af_childquerydict,roxie,0.345500
10af_childquerydict,thor,14.253158
10ag_childqueryhashagg,roxie,11.327833
10ag_childqueryhashagg,thor,130.274000
11aa_smartjoin_in_gl,thor,17.209526
11ab_smartjoin_in_lo,thor,77.718947
11ac_smartjoin_in_lo2,thor,240.395947
11ba_smartjoin_lo_gl,thor,17.129316
11bb_smartjoin_lo_lo,thor,77.456421
11bc_smartjoin_lo_lo2,thor,384.433684
11ca_smartjoin_inp_gl,thor,17.252263
11cb_smartjoin_inp_lo,thor,77.990947
11cc_smartjoin_inp_lo2,thor,392.291632
11da_localsmartjoin_in_gl,thor,6.316842
11db_localsmartjoin_sort_sp,thor,132.162895
11dc_localsmartjoin_nosort_sp,thor,169.350000
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(16),roxie,17.384500
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(16),thor,64.607526
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(4),roxie,16.181833
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(4),thor,33.600789
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(64),roxie,39.372000
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(64),thor,186.786947
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(16),roxie,60.809333
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(16),thor,64.435895
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(4),roxie,32.018000
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(4),thor,33.567053
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(64),roxie,178.272857
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(64),thor,187.033737
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(16),roxie,17.641333
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(16),thor,64.617789
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(4),roxie,16.689500
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(4),thor,33.665895
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(64),roxie,42.153000
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(64),thor,186.789053
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(0),thor,6.794579
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(1024),thor,321.179421
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(16),thor,11.259368
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(256),thor,84.415316
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(512),thor,163.003684
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(64),thor,25.696737
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(0),thor,6.788579
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(1024),thor,321.204158
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(16),thor,11.279895
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(256),thor,84.861947
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(512),thor,163.686105
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(64),thor,25.771105
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(0),roxie,9.588143
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(0),thor,10.048105
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,18.931857
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,20.090053
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(256),roxie,166.165857
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(256),thor,173.644000
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(4),roxie,11.586000
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(4),thor,12.400789
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(64),roxie,48.200857
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(64),thor,50.839421
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,9.638429
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,20.292158
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),roxie,4.758429
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),thor,20.073526
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),roxie,9.844714
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),thor,20.233053
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,4.164571
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,20.086842
12ac_parallelproject-hintisordered(true)-hintnumstrands(128)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,9.406429
12ac_parallelproject-hintisordered(true)-hintnumstrands(128)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,20.160632
12ac_parallelproject-hintisordered(true)-hintnumstrands(128)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,7.041286
12ac_parallelproject-hintisordered(true)-hintnumstrands(128)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,20.116000
12ac_parallelproject-hintisordered(true)-hintnumstrands(16)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,9.385857
12ac_parallelproject-hintisordered(true)-hintnumstrands(16)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,20.338737
12ac_parallelproject-hintisordered(true)-hintnumstrands(16)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,4.280143
12ac_parallelproject-hintisordered(true)-hintnumstrands(16)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,20.521579
12ac_parallelproject-hintisordered(true)-hintnumstrands(32)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,9.410857
12ac_parallelproject-hintisordered(true)-hintnumstrands(32)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,20.144105
12ac_parallelproject-hintisordered(true)-hintnumstrands(32)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,4.274143
12ac_parallelproject-hintisordered(true)-hintnumstrands(32)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,20.304842
12ac_parallelproject-hintisordered(true)-hintnumstrands(4)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,9.378429
12ac_parallelproject-hintisordered(true)-hintnumstrands(4)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,19.198737
12ac_parallelproject-hintisordered(true)-hintnumstrands(4)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,5.053857
12ac_parallelproject-hintisordered(true)-hintnumstrands(4)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,19.198211
12ac_parallelproject-hintisordered(true)-hintnumstrands(64)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,9.383143
12ac_parallelproject-hintisordered(true)-hintnumstrands(64)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,20.035158
12ac_parallelproject-hintisordered(true)-hintnumstrands(64)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,5.060714
12ac_parallelproject-hintisordered(true)-hintnumstrands(64)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,20.072632
